id	url	prompt
img_2_0820	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwc3llMTlqZng5bWN3eTJpeGJiYWNoMTJ1OTRoeGV5Z3p0cW9jOHB6aSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/11uoNyauChZR16/giphy.gif	Trying to twirl tangled spaghetti like an Italian, but instead you get ______
img_2_0819	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcweTFkb3d3a2k4enp5YXIyYjN4azQ0ZXo2NXRiMXp5b2Nud283OWo4biZlcD12MV9naWZzX3NlYXJjaCZjdD1n/26gscNQHswYio5RBu/giphy.gif	Cleaning up this mess felt right until I realized ______
img_2_0818	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcmVjMTQ1ZzA0OWZ2cm5nczNqNDhibzlwMmZ4cHJ5eGJqZ2RwYjNkdCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/bbQ5bbICFPp6aNV1VF/giphy.gif	Surprised diners make the best faces when ______ shows up on their plate
img_2_0817	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZHpmNTk1bWN3MTM5dGNmeGw4bGNoN2x6bjUwb2Jud2YybnEzdzQ5dCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/xT0xePLIUyxnXso8co/giphy.gif	Chaos in the kitchen usually starts when ______
img_2_0816	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdHd6dzQ3cjR5dm81Zzg4ZDd3cmwwemNxOG55ejJzb29md3Q1b29kNCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/QnbnVPVWhzbCE/giphy.gif	Using a spreadsheet for a recipe always goes well until ______
img_2_0815	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMWdoaWNpNmNjb3B5Yzd2eGxob3RjbXA0NHM4cnljbDR3aWRoaGdqZyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/wHJq5Df5RFbf9HStdu/giphy.gif	An unexpected fire in the kitchen could mean you're cooking with ______
img_2_0814	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbnlsdWJkeGF1endhaXphaHR2MXFta3U4ZW1pejhyZWViOHQ5OWs5MSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/PMwewC6fjVkje/giphy.gif	When your loaf collapse makes your bread look like ______
img_2_0813	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMzVxcXJtMG00bmx1eXJhYzA0cXVmOTIzenhsbDQ2b3R0bHgzcXZ0ZiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/JD8fFt4xuv8XvWEqH6/giphy.gif	When the powdered sugar hits your breakfast perfectly, it's like ______
img_2_0812	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwazhlYnAwdDltY2F0cXRubjkxeGxodjhjNngya3l6YTZvOTVvZWltdiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/VyB31XTqZNJhFRZNyl/giphy.gif	No birthday celebration is complete without ______
img_2_0811	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMnBxNWRjODN5OWRlYmMwbzJnYmIxdmFraWoyMXl3ZzJwcGJmeHF3dCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/r9YuBaWlPbQZcXOC1m/giphy.gif	Holiday gatherings would be so much better if everyone brought ______
img_2_0810	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZThmbTI2cjd0dW1rdmZlaWo3enJsb2FwMDV0N3FycXhnaWpxazVzaiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/ej77S1hKG889pmYDbd/giphy.gif	The best part about a surprise party is definitely ______
img_2_0809	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwaGVra3B2ZGEwbnJ5encwbW5wdjJjam1wcjF2a2d2MXM5OWVhY3NpZyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/8DSGEYD1BuZyFrIvve/giphy.gif	Family reunions are chaotic until someone brings out ______
img_2_0808	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcweGNyM3JhNG1pd2txY2VtNDlicmVmaDB0bjRzZWdnenFpZGkwbWVpZCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/JJVPP7TXq8PxjIFPco/giphy.gif	Graduation ceremonies always make me feel like ______
img_2_0807	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwaWcxdWtyZTB5bmZyYmM5d3RsOHFpNnJ2a3plb3Bia3oweWgzd2l1biZlcD12MV9naWZzX3NlYXJjaCZjdD1n/6ijcjAcSkEbKYkhGYB/giphy.gif	During the wedding dance, all I could think was ______
img_2_0806	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcW80cGt1aDF2Zmtydjcyam41YTZmbGV3dW1qbTFtNHo1cGNnZzNkMyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/7vb2va6ArndaDCydnx/giphy.gif	Planning an anniversary surprise is great until ______
img_2_0805	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMGt0ajFtNjZwOTJxeDJ4dzNjdGk3ajd0dzd3bDI5bmM1cTczcnAybSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/7dWhofGbOv30I/giphy.gif	At an engagement party, you know it's serious when ______
img_2_0804	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbDZiaTNmOHRqbmV1Y3M2c3A0M2pyaXRrbWN0Yjd0MjBzbHl6OWgwdSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/gGYyRs9QN24BMU7de6/giphy.gif	The best way to win a baby shower is by bringing ______
img_2_0803	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwYWF6OWRmbDc2YmIyNnRpeGdkMnB5c3ozb3BrcWI3NGl0Z2FhY2VoZyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/fQrSnbys9Uw9obOJEx/giphy.gif	When you're at a farewell party and someone starts a speech about ______
img_2_0802	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwOTk1cjQ1M2xkZ2ZhZDZ0NDlyMDE1d3JyeGdsMXV5ZHlzaTF5Y3dnNyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/TyxIgZ8EJ86R2/giphy.gif	When you finally arrive at prom night and your date tells you ______
img_2_0801	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZDAzcGJleGYwMTByaWV4eG5rdHF0ZDJoYzFjaXE5dzViaGo5M2k1MSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3o6EQvHIeyoP9CkYfe/giphy.gif	The real MVP at an office potluck is always the person who brings ______
img_2_0800	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdTR1cXo3cnIyNjd6OHBmNDBvNmxnN2s0dnE1MTc5bG5ieGZoOTMzbCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/6dN5yNhhxaHRu/giphy.gif	When you're at a barbecue bash and the grill master asks if you've ever tried ______
img_2_0799	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdG0xM3poYTNyMDMwYnZzamMyMmF1cnExdmZ4cThhNjgzbnU0eHBmNiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/bWLzTbQQZIsnT3k1hn/giphy.gif	Graduation celebration pro tip: Always double-check ______
img_2_0798	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwOXRjbng0ZHVsMHhmcHM1aXpuN3pxcXZsM2RrNTFqdHRlZTVmc2F4byZlcD12MV9naWZzX3NlYXJjaCZjdD1n/sV2dnxdeDFmqXvZUWd/giphy.gif	When you're at a retirement party and someone's slideshow includes ______
img_2_0797	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMmR1Y3BweDJoejhiOTBscjhmZmtxbjJjdGlkNHlmN3Vsdjh3MXBpOCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/100TIDBVCq8Zji/giphy.gif	When you nail your Halloween costume but everyone thinks you're ______
img_2_0796	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcweTMxbHM0YnhmZGp1a3RqZWFpYXZ0aWZndDh1Z2Y0YjRucDlnbDVobCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/u5eXlkXWkrITm/giphy.gif	The best part of Christmas dinner is when Grandma breaks out the ______
img_2_0795	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZXppdnp6ejAybXRiZzV1eHl5ajhveTl6cTVuMXpuZXFyZmhnOWVjYSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/UMSzyaIcP7h78NbJMP/giphy.gif	At a cultural festival, when you know it's a good time because everyone starts ______
img_2_0794	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZW5jZzIxa2E5dWtwbGI3aGtuajB4eXBnMnB6dmN5b3Q2bHQ3NWc3MyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3oEjHLcg4QMU5umb9m/giphy.gif	When you realize you lost your friends at a music festival but found a group of people doing ______
img_2_0793	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcGE2eGtlajFyMnBvZmhyMnhhOTdmdzFoMWpuZWJyNnNteWV3cW53ZiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/KeO7uqNQelzEC9aism/giphy.gif	When the game is on the line and the fans start chanting ______
img_2_0792	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNGdibGVoOThpaTg0Yjk0OHplaTZpaHBxcXJlbXlxNHQ2aGdibm5maCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/l0Exlr6V5QBIoLKLu/giphy.gif	Trying to act cool at a bridal shower but then someone asks me about ______
img_2_0791	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbWt6ejAyN3NnZGd2cHV2cmw0NTN5cHdvZjg0eHJ1bXNpOW5ja3JoMyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/FCJay6cGPCxtACTTQn/giphy.gif	When you arrive at a themed party and realize you forgot your ______
img_2_0790	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcweW85aTU1OGo4Mnp5YWloeDlicW5uc2ZlMTBreXNlNHdjY3ZwaHBidCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/u7rT5t9OkLiyQ/giphy.gif	Showing up to a potluck dinner and realizing everyone brought ______
img_2_0789	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMjZsMTNlZTM5bmcybmlhb2xyN3p0Y2YwdmE5MnVpbDRsdW0xaXJ6aCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/KbY1Sd3t6e3Bdbqzn6/giphy.gif	Trying to pull off the perfect move in a dance competition but end up doing ______
img_2_0788	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbXI4NG9yN2dwOWUwZTJtY3Q3b2k3Y3RxajRhb29icHAxeHZidmI2NyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/cmyX6Wytk5gAoUGzxZ/giphy.gif	When you're at a parade and your favorite float finally arrives but you're distracted by ______
img_2_0787	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcweWFwazh4ZWVla2ZucWJkbDFwbzNpbTNxNDJrYXAxa2J1MTlxMnd5bCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/lWD1m0bHrDPEOFNrKs/giphy.gif	At a block party, it’s all fun and games until someone brings out ______
img_2_0786	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwM3RuNnk1ejFybmhlZDM1cG90ZTVsbjhoODZhOTd3ZnNyb28wM202ZiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/rfQIda9Iiz3mhYf6XZ/giphy.gif	When the music at the pool party is great, but there's always one person who insists on ______
img_2_0785	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMDNrOHY0eTBnNnI4cnZtcDExYjcwdjdpdWd2MHVqM3l4bjIxNW82bCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/UvKbwTnJIyk5h8xVth/giphy.gif	Watching a cooking competition and realizing the secret ingredient is ______
img_2_0784	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwb3J1aGxrbWExaGt2YXNuenJjcGhueDZndzQ3dzFpNTYwZnF3bnJ5OCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/ej0Ay8fH6Y1Wg/giphy.gif	When you're in a dance-off and your opponent's next move is a perfect ______
img_2_0783	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwOHMwem1zMXhwMTIwM2J2cjZhMW44MXk3ZHkxMmt5ZjliMndwM2plbyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/bWX0YLfUeerM73C7x6/giphy.gif	When you realize you've turned your bedroom into an art showcase for ______
img_2_0782	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwOGx4N3BwM3ZqcmN0bnVqOHlnc2tmMGJweXFsaW05MmZ0enk1NzFjYyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/O0h2trgzQ0fzWmJY5l/giphy.gif	The open mic night when someone sings like a rockstar but looks like ______
img_2_0781	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdGprMHBiZ3AxcXVzMWhlMDZlMG40NWs1MTMzemNvdW00Y214Z3VuYiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/WnIDDQcuGqoJXUhgDz/giphy.gif	When you dress up for the charity gala but your plus-one shows up looking like ______
img_2_0780	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdnB2Mm94aHJ0OWY1aHNwbHAydzRieGJweWxnZWdlbHEzNTJ5Z3FjcSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/4YF8d5Bxd20o0IQ9gh/giphy.gif	The food festival experience: when you eat so many tamales that you begin to dream about ______
img_2_0779	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbmNpc3ozY2JuYW1xYW8xcXdvMnNsdGtkaGFqcjFwZ2Z3b3FoanphYiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/kPAEHt9MwTznulisFO/giphy.gif	That feeling on a carnival ride when you're screaming but thinking about ______
img_2_0778	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdXJ6bXQ4ZnMzZmx5NHYwYmwwOHN3NWRnbHB0bmFwbngzcmZmbjJzMyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/PPzYexDzlVuEsZiONf/giphy.gif	Reuniting with friends and realizing you've all changed except ______
img_2_0777	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwaGh5ZjlkZ2l6b3l1OTNqNHIzeTBlaTJlbTJ6bXVmcnJ4dWhsb2QzcCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/Y5EqmzzWdhez6/giphy.gif	Picnic day goes from peaceful to chaos when someone realizes they forgot ______
img_2_0776	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwaGpvejYxYnk5dDMwdG1wYzI5YWgzMjhpNms2N2x3MmxjMHg5enowMCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/4Z4uJbXzpXnf3lIvIt/giphy.gif	The moment you're celebrating an engagement but everyone is more excited about ______
img_2_0775	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMno5MmxjcjgxZGRzMXhpbGN0bGx4YjF5dWJya2l2djFqZTZ4MzVzMSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3oz8xwYvYkfTFv1lrq/giphy.gif	At a masquerade ball where you're supposed to be mysterious but end up acting like ______
img_2_0774	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwd3ZrNjB4aWRkZXllNHR3ZnM0Y3htNnZyM3h6cjZnNmhrcTE4OGJkOCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/uVGaxliy5Wxn6jyNKm/giphy.gif	Crossing the finish line at the color run looking like a ______
img_2_0773	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbmp1cGduMGdtajZlN3VlZnhmazBlZHJudXA4a3hnMG5zMTB2MjFsbiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/9JnTWu1dladc6EMHwo/giphy.gif	When you're at a workshop day and suddenly realize you forgot to bring ______
img_2_0772	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwc2t1cnlpYzQ3ZWQ0dW01dXV0ZHlnYmdzYWtjNmlmb2hwNzZycWl2cyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/7zxitweqdTEmp03uzc/giphy.gif	When your fancy brunch includes all the finest delicacies except ______
img_2_0771	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwajBqaHYxZGI5M2c2cDM4ajRrZmtwZ2hoNmhibWF3YXdsYnBsNTk0NiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/wGicI0SB8cmrIu7qrT/giphy.gif	The moment when the outdoor concert is so wild that even ______ can't handle it
img_2_0770	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbjViNjgwa3o2a2U0emF3ZXp5YzkyeG01NzJ0MThzdXRvZXAxb2E5eiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/wIRUgjPs2SpZiLGidn/giphy.gif	When the skating party has a surprise guest and it's actually ______
img_2_0769	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbXpsdHAzbHl2ZW1wN3YyNDdscWU0cGI1NHBvYnZkYzBzdnF6bGZjMyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/WYU1HksS2PeXTi3N8c/giphy.gif	That cooking class moment when you're told you'll need to prepare ______
img_2_0768	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNm15YWtnNHlxM284b3d4bW5iMWQxNnZiZmlnOXlmNzlwYTF4NHVvYyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3qrE2UiwgLTRZlu9Y1/giphy.gif	When you walk into the emergency room and see ______
img_2_0767	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwamo5bTM5dGxwenlyeDlhNWVxYzA2aXczandwMzFvbWIwbG91cWRybCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/dakSx3E4QORUE1sJp9/giphy.gif	The awkward moment during a doctor visit when the doctor asks if you're up to date on ______
img_2_0766	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbGdvOTJjY3drZTl5YWc2Zm8wZWxoanVjcnBqZ3RxYTd3djBncWl1ZSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/kOCrlbxtM20zdQ0a84/giphy.gif	Getting ready for surgery like, "I hope they don't accidentally ______"
img_2_0765	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwaWVydjR2eGxpdmF3aWU5eTd0cmRhMzJxMXN3ZnRya3M3YTVmMmY4eiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/lo57UcxJiRHUJoudIF/giphy.gif	When the lab results come back and the only thing you're concerned about is ______
img_2_0764	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbDk0OHJtOWsxOGt6eXZhZmE2eGh6b2VpODBicDRjaWlnbXV0bmtkdiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/cO2eV2egDN8541uEIz/giphy.gif	During a patient consultation when you nod along but secretly have no clue about ______
img_2_0763	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNmM4dmc0NGNpODVnaTdhbDM2cjFraXZ1NXplN3o0eTY3enkwOW5ibyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/fHuys5mSOW1qJ9yEWD/giphy.gif	When the pharmacy texts that your prescription is ready but you secretly just want ______
img_2_0762	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMDB0ZXNqbzJrdmR4MWVudjY4MGdqb2RvenpxN3NjMWtvZ2R3cmtkaiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/QY7Ng6qZuQ4V2/giphy.gif	When the healthcare worker walks in and you realize you've been wearing ______ the whole time
img_2_0761	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwOTR4dzF5eDl3ZjNzeDU2bTA4OXMydzhodWJ6OWxiOTMwZmdkZzdjYSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/ebsQD2OwikfQdSjR6N/giphy.gif	That feeling when your nurse shift ends but you remember ______
img_2_0760	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNWdqNDA2NTIybTA3eDI4eWc5a3hjdzRmaWg2aWlrazdzb205dmxzMSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/fvHvhL2g3xSB8tEjCy/giphy.gif	When the hospital is in chaos but you're just trying to find ______
img_2_0759	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwd3l4b2tnZHRjbGlmbWVod2Q5bGRjc3NvN2d5MjRxc3FoZWk1bDI1biZlcD12MV9naWZzX3NlYXJjaCZjdD1n/l0O2SeZzTLgesUOmA/giphy.gif	When you look at your X-ray and all you can think about is ______
img_2_0758	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZ2o2aGs1bWY0MmN4ZGZhOWQ4em16d3NxMDBlM3EyN3ZwaGIwNnJrZCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/xB6vQ2XHdyClO/giphy.gif	Trying to read a medical chart is like trying to decipher ______
img_2_0757	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMGZjc3VvMHgydXp1M2xhNmt6azMzYzZodnVuNnlpM2tiY3ZoOGpyciZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3X1ohMZP2QJu0W9hVB/giphy.gif	When your phone buzzes with a checkup reminder and you realize you've been avoiding ______
img_2_0756	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcGhja2JoZjY5a2wwdjE4MTI2YW5oaHB2aWlpM2Jjd2Z0ZDI0amZkNiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/37b82sc9mlAtIxBSxq/giphy.gif	Walking into urgent care like you're fine but your body is screaming ______
img_2_0755	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbThrcWt2dnl4Z3NkYjR0aWlseGwyaGhkMTludHNvYjB0Nm5hbGVxMSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/JsHw3W3gGAei7B2tzM/giphy.gif	When your physical therapist says "one more set" and you realize their concept of numbers is ______
img_2_0754	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcHhxOXM0YnhwZjU5MGx4NXVpYmgxZGhtMHc4cjBocnM5enIxamEwNiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/Up2HaOJxXMu3cfM9bS/giphy.gif	When you see the infection control poster and suddenly remember you've been using ______ as a hand sanitizer
img_2_0753	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcXY3czVqaDVsc3c1ajJsaDMwNW11a2o0MG9taHhxN2E1bmdxb2E4MiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/s7jlkLigtpuYOUdhIa/giphy.gif	When the diagnostic test results come back and you feel like ______
img_2_0752	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNXB4MGNma2VqdHUxNmh5a283bWFjbjl4dmJic2lvcmc3Yzh0OXlyciZlcD12MV9naWZzX3NlYXJjaCZjdD1n/10Ed92Ir62WS3u/giphy.gif	Trying not to faint during a blood draw like ______
img_2_0751	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcm1oZXA5djN2NXVkcW02aHYwcmo3NXZwN3pycWZ5eWg1dTY2ODAydCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/UJR3QgkMnm7tu/giphy.gif	That awkward moment in the waiting room when you realize ______
img_2_0750	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdWRwZGg4c3A0OGFqcG8xeXozeG5keG5obWIzNGo0N3RteXR3djczNiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/9Ai5dIk8xvBm0/giphy.gif	When your doctor gives you a thumbs up during the medical exam because ______
img_2_0749	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwaXlwdjd5MmtxdmRjdDRjcGU0d3psczRmaHEwbjR6NGkwOHpzaW0yZyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/S0s0pkBHPTPUO9fw8A/giphy.gif	When you're called in for crisis intervention but all you needed was ______
img_2_0748	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcweXAzMWRyODdhNXFkNGdtYnRqYTU0a2loa3Zkd2ozdHlwZWpzMHh1eCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/SrZIUXhwGHzYFe1MH9/giphy.gif	Attempting a smooth patient transfer and it turns into ______
img_2_0747	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwODZ0YmlmMnE5OTE3dzNhZWI4a2RjaHV6aHBlYTk4emdzZ3A0cDZ6MCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/oZYZ1MNXnk652/giphy.gif	When the physician rounds feel more like ______
img_2_0746	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMWdpbWhmN2N3empidGVtNnNveWRibzhtbzd0Yno4dTkybjJubG4yaiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/9JcHkAHFrWWzORAZ4L/giphy.gif	Calling the pharmacy for a prescription refill is like ______
img_2_0745	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwem9mNGZ1Ymt3NGV0dDJ5ZWx5bzVnN2MyeG95dXg5ejhzb3hzeGd2aCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/wkkyOe6oTCNqEZWEPh/giphy.gif	When family consultation turns into a game of telephone and ______
img_2_0744	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNmg0aHFsaHIwdmh1ZHlwa2IxeDdmNW51ZWFnbW84NWxwdjB4ZDdlYyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3ov9jDcpdOdu5jXVe0/giphy.gif	Patient education would be easier if it weren't for all the ______
img_2_0743	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbXBwNGltcXJkanFmOG55bmEzMm4xejF5enFjc2dkcXg2Y3poMjNzMiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/9NIK5g0JVfJbz6l4X6/giphy.gif	When you're trying to act serious in the anesthesia review, but inside you're thinking about ______
img_2_0742	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdGMyaW5mank2Nm9od2Zsa3F2cmVueGtpbDV2bGh1ajR5aGQ4cmo2NyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/MXy2wRwZ5Esl8MwypX/giphy.gif	When your patient insists they're okay to leave inpatient care after ______
img_2_0741	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNzg4djM5Mm5vZ283ejZyMHMwaHBoeW05a3l0a3RyZXI5b3R6OWpkdiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/ntOQNB976iCOED6wGI/giphy.gif	The real reason I hesitated before getting a vaccine shot was ______
img_2_0740	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwa2RydzltMG9icXFqeGFzajk0dWZ0eGVvdXcwZWhpMmh5MHdsOWZieSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/QZh87ar7zhi9ito7xs/giphy.gif	Every time I hear 'wellness check,' my mind immediately goes to ______
img_2_0739	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMHVxemE4MWx3MXBoa3dhNXhneGVhaDkxbmZyb2Y3Zmtjd3ZseXZiYSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/44PFScvoXIRcQ/giphy.gif	When the medication error was more dramatic than ______
